Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg) Total(Tg) 
2189 -0.27703817731907066 -24.613759197165905 0.0 0.0 0.0 0.0 0.096228408046925 0.096228408046925 0 0.0 0. 0. 4.33027836 1.92456816 6.25484652 
2190 -0.29140729005791854 -24.905166487223823 0.0 0.0 0.0 0.0 0.09410269987574416 0.09410269987574416 0 0.0 0. 0. 4.23462149 1.882054 6.11667549 
2191 -0.30213744951868193 -25.207303936742505 0.0 0.0 0.0 0.0 0.09184722263142026 0.09184722263142026 0 0.0 0. 0. 4.13312502 1.83694445 5.97006947 
2192 -0.308902625291239 -25.516206562033744 0.0 0.0 0.0 0.0 0.08954050187195273 0.08954050187195273 0 0.0 0. 0. 4.02932258 1.79081004 5.82013262 
2193 -0.3114972609819233 -25.827703823015668 0.0 0.0 0.0 0.0 0.08726262016284403 0.08726262016284403 0 0.0 0. 0. 3.92681791 1.7452524 5.67207031 
2194 -0.30984251994038914 -26.137546342956057 0.0 0.0 0.0 0.0 0.08509278380899504 0.08509278380899504 0 0.0 0. 0. 3.82917527 1.70185568 5.53103095 
2195 -0.30398868067317153 -26.44153502362923 0.0 0.0 0.0 0.0 0.08310691621126604 0.08310691621126604 0 0.0 0. 0. 3.73981123 1.66213832 5.40194955 
2196 -0.29411360915668183 -26.73564863278591 0.0 0.0 0.0 0.0 0.08137535097245052 0.08137535097245052 0 0.0 0. 0. 3.66189079 1.62750702 5.28939781 
2197 -0.28051735447007786 -27.016165987255988 0.0 0.0 0.0 0.0 0.07996069484641294 0.07996069484641294 0 0.0 0. 0. 3.59823127 1.5992139 5.19744517 
2198 -0.2636130319572203 -27.27977901921321 0.0 0.0 0.0 0.0 0.07891592546358117 0.07891592546358117 0 0.0 0. 0. 3.55121665 1.57831851 5.12953516 
2199 -0.2439142709248472 -27.523693290138056 0.0 0.0 0.0 0.0 0.07828278163254887 0.07828278163254887 0 0.0 0. 0. 3.52272517 1.56565563 5.08838081 
2200 -0.2220196082782877 -27.745712898416343 0.0 0.0 0.0 0.0 0.07809049512748822 0.07809049512748822 0 0.0 0. 0. 3.51407228 1.5618099 5.07588218 
2201 -0.19859430227921848 -27.94430720069556 0.0 0.0 0.0 0.0 0.07835490249556143 0.07835490249556143 0 0.0 0. 0. 3.52597061 1.56709805 5.09306866 
2202 -0.17435011901108055 -28.118657319706642 0.0 0.0 0.0 0.0 0.0790779638714657 0.0790779638714657 0 0.0 0. 0. 3.55850837 1.58155928 5.14006765 
2203 -0.1500237057272784 -28.26868102543392 0.0 0.0 0.0 0.0 0.08024770341975007 0.08024770341975007 0 0.0 0. 0. 3.61114665 1.60495407 5.21610072 
2204 -0.1263542081964033 -28.395035233630324 0.0 0.0 0.0 0.0 0.08183857321457078 0.08183857321457078 0 0.0 0. 0. 3.68273579 1.63677146 5.31950726 
2205 -0.10406081213363905 -28.499096045763963 0.0 0.0 0.0 0.0 0.08381222950047384 0.08381222950047384 0 0.0 0. 0. 3.77155033 1.67624459 5.44779492 
2206 -0.08382089110557445 -28.582916936869537 0.0 0.0 0.0 0.0 0.08611869774805547 0.08611869774805547 0 0.0 0. 0. 3.8753414 1.72237395 5.59771535 
2207 -0.06624942487826502 -28.649166361747803 0.0 0.0 0.0 0.0 0.08869789110474291 0.08869789110474291 0 0.0 0. 0. 3.9914051 1.77395782 5.76536292 
2208 -0.05188031356800593 -28.70104667531581 0.0 0.0 0.0 0.0 0.09148143610342618 0.09148143610342618 0 0.0 0. 0. 4.11666462 1.82962872 5.94629335 
2209 -0.041150155356262985 -28.74219683067207 0.0 0.0 0.0 0.0 0.09439475015568133 0.09439475015568133 0 0.0 0. 0. 4.24776376 1.887895 6.13565876 
2210 -0.03438498067578166 -28.776581811347853 0.0 0.0 0.0 0.0 0.09735930770596757 0.09735930770596757 0 0.0 0. 0. 4.38116885 1.94718615 6.328355 
2211 -0.0317903459400668 -28.80837215728792 0.0 0.0 0.0 0.0 0.10029502619092778 0.10029502619092778 0 0.0 0. 0. 4.51327618 2.00590052 6.5191767 
2212 -0.033445087816517116 -28.841817245104437 0.0 0.0 0.0 0.0 0.10312269930754647 0.10312269930754647 0 0.0 0. 0. 4.64052147 2.06245399 6.70297545 
2213 -0.03929892781377475 -28.88111617291821 0.0 0.0 0.0 0.0 0.10576640365660461 0.10576640365660461 0 0.0 0. 0. 4.75948816 2.11532807 6.87481624 
2214 -0.049173999968616044 -28.930290172886828 0.0 0.0 0.0 0.0 0.10815580563674543 0.10815580563674543 0 0.0 0. 0. 4.86701125 2.16311611 7.03012737 
2215 -0.06277025521319501 -28.993060428100023 0.0 0.0 0.0 0.0 0.1102282984953682 0.1102282984953682 0 0.0 0. 0. 4.96027343 2.20456597 7.1648394 
2216 -0.07967457821422386 -29.072735006314247 0.0 0.0 0.0 0.0 0.11193090460312904 0.11193090460312904 0 0.0 0. 0. 5.03689071 2.23861809 7.2755088 
2217 -0.09937333967314999 -29.172108345987397 0.0 0.0 0.0 0.0 0.11322188515241194 0.11322188515241194 0 0.0 0. 0. 5.09498483 2.2644377 7.35942253 
2218 -0.12126800269277282 -29.29337634868017 0.0 0.0 0.0 0.0 0.11407200836987519 0.11407200836987519 0 0.0 0. 0. 5.13324038 2.28144017 7.41468054 
2219 -0.14469330901806643 -29.438069657698236 0.0 0.0 0.0 0.0 0.11446543770909168 0.11446543770909168 0 0.0 0. 0. 5.1509447 2.28930875 7.44025345 
2220 -0.1689374925713878 -29.607007150269624 0.0 0.0 0.0 0.0 0.11440021303600945 0.11440021303600945 0 0.0 0. 0. 5.14800959 2.28800426 7.43601385 
2221 -0.1932639061046757 -29.8002710563743 0.0 0.0 0.0 0.0 0.1138883101866347 0.1138883101866347 0 0.0 0. 0. 5.12497396 2.2777662 7.40274016 
2222 -0.21693340385348847 -30.017204460227788 0.0 0.0 0.0 0.0 0.11295527708731268 0.11295527708731268 0 0.0 0. 0. 5.08298747 2.25910554 7.34209301 
2223 -0.23922680010690556 -30.256431260334693 0.0 0.0 0.0 0.0 0.11163945749391879 0.11163945749391879 0 0.0 0. 0. 5.02377559 2.23278915 7.25656474 
2224 -0.2594667213016919 -30.515897981636385 0.0 0.0 0.0 0.0 0.10999082593623322 0.10999082593623322 0 0.0 0. 0. 4.94958717 2.19981652 7.14940369 
2225 -0.277038187674691 -30.792936169311076 0.0 0.0 0.0 0.0 0.10806946926716043 0.10806946926716043 0 0.0 0. 0. 4.86312612 2.16138939 7.0245155 
2226 -0.2914072991124499 -31.084343468423526 0.0 0.0 0.0 0.0 0.10594376095409153 0.10594376095409153 0 0.0 0. 0. 4.76746924 2.11887522 6.88634446 
2227 -0.30213745743560594 -31.386480925859132 0.0 0.0 0.0 0.0 0.10368828358570625 0.10368828358570625 0 0.0 0. 0. 4.66597276 2.07376567 6.73973843 
2228 -0.30890263221346004 -31.695383558072592 0.0 0.0 0.0 0.0 0.10138156271776522 0.10138156271776522 0 0.0 0. 0. 4.56217032 2.02763125 6.58980158 
2229 -0.31149726703444003 -32.00688082510703 0.0 0.0 0.0 0.0 0.09910368091381105 0.09910368091381105 0 0.0 0. 0. 4.45966564 1.98207362 6.44173926 
2230 -0.30984252523239775 -32.31672335033943 0.0 0.0 0.0 0.0 0.09693384447703546 0.09693384447703546 0 0.0 0. 0. 4.362023 1.93867689 6.30069989 
2231 -0.30398868530028267 -32.62071203563971 0.0 0.0 0.0 0.0 0.09494797680679812 0.09494797680679812 0 0.0 0. 0. 4.27265896 1.89895954 6.17161849 
2232 -0.2941136132023985 -32.91482564884211 0.0 0.0 0.0 0.0 0.09321641150458537 0.09321641150458537 0 0.0 0. 0. 4.19473852 1.86432823 6.05906675 
2233 -0.2805173580075575 -33.19534300684967 0.0 0.0 0.0 0.0 0.09180175532311274 0.09180175532311274 0 0.0 0. 0. 4.13107899 1.83603511 5.9671141 
2234 -0.2636130350501844 -33.45895604189985 0.0 0.0 0.0 0.0 0.09075698589181425 0.09075698589181425 0 0.0 0. 0. 4.08406437 1.81513972 5.89920408 
2235 -0.24391427362922968 -33.70287031552908 0.0 0.0 0.0 0.0 0.09012384201840296 0.09012384201840296 0 0.0 0. 0. 4.05557289 1.80247684 5.85804973 
2236 -0.22201961064286024 -33.92488992617194 0.0 0.0 0.0 0.0 0.08993155547628906 0.08993155547628906 0 0.0 0. 0. 4.04692 1.79863111 5.84555111 
2237 -0.1985943043467273 -34.12348423051867 0.0 0.0 0.0 0.0 0.09019596281196318 0.09019596281196318 0 0.0 0. 0. 4.05881833 1.80391926 5.86273758 
2238 -0.17435012081881496 -34.297834351337485 0.0 0.0 0.0 0.0 0.09091902415953967 0.09091902415953967 0 0.0 0. 0. 4.09135609 1.81838048 5.90973657 
2239 -0.15002370730780967 -34.447858058645295 0.0 0.0 0.0 0.0 0.09208876368305818 0.09208876368305818 0 0.0 0. 0. 4.14399437 1.84177527 5.98576964 
2240 -0.12635420957843735 -34.57421226822373 0.0 0.0 0.0 0.0 0.09367963345622021 0.09367963345622021 0 0.0 0. 0. 4.21558351 1.87359267 6.08917617 
2241 -0.1040608133419596 -34.67827308156569 0.0 0.0 0.0 0.0 0.09565328972318998 0.09565328972318998 0 0.0 0. 0. 4.30439804 1.91306579 6.21746383 
2242 -0.08382089216212307 -34.762093973727815 0.0 0.0 0.0 0.0 0.09795975795421408 0.09795975795421408 0 0.0 0. 0. 4.40818911 1.95919516 6.36738427 
2243 -0.06624942580202742 -34.82834339952984 0.0 0.0 0.0 0.0 0.10053895129642687 0.10053895129642687 0 0.0 0. 0. 4.52425281 2.01077903 6.53503183 
2244 -0.05188031437569407 -34.880223713905536 0.0 0.0 0.0 0.0 0.10332249628245349 0.10332249628245349 0 0.0 0. 0. 4.64951233 2.06644993 6.71596226 
2245 -0.041150156062542464 -34.92137386996808 0.0 0.0 0.0 0.0 0.1062358103236396 0.1062358103236396 0 0.0 0. 0. 4.78061146 2.12471621 6.90532767 
2246 -0.03438498129327172 -34.95575885126135 0.0 0.0 0.0 0.0 0.10920036786425036 0.10920036786425036 0 0.0 0. 0. 4.91401655 2.18400736 7.09802391 
2247 -0.031790346480022436 -34.98754919774137 0.0 0.0 0.0 0.0 0.11213608634074845 0.11213608634074845 0 0.0 0. 0. 5.04612389 2.24272173 7.28884561 
2248 -0.03344508828860171 -35.020994286029975 0.0 0.0 0.0 0.0 0.11496375944997006 0.11496375944997006 0 0.0 0. 0. 5.17336918 2.29927519 7.47264436 
2249 -0.03929892822651482 -35.06029321425649 0.0 0.0 0.0 0.0 0.11760746379256104 0.11760746379256104 0 0.0 0. 0. 5.29233587 2.35214928 7.64448515 
2250 -0.04917400032951491 -35.109467214586005 0.0 0.0 0.0 0.0 0.11999686576704593 0.11999686576704593 0 0.0 0. 0. 5.39985896 2.39993732 7.79979627 
2251 -0.06277025552878968 -35.172237470114794 0.0 0.0 0.0 0.0 0.12206935862072255 0.12206935862072255 0 0.0 0. 0. 5.49312114 2.44138717 7.93450831 
2252 -0.07967457849008497 -35.25191204860488 0.0 0.0 0.0 0.0 0.12377196472416219 0.12377196472416219 0 0.0 0. 0. 5.56973841 2.47543929 8.04517771 
2253 -0.09937333991439345 -35.35128538851927 0.0 0.0 0.0 0.0 0.12506294526966388 0.12506294526966388 0 0.0 0. 0. 5.62783254 2.50125891 8.12909144 
2254 -0.12126800290371875 -35.47255339142299 0.0 0.0 0.0 0.0 0.1259130684838211 0.1259130684838211 0 0.0 0. 0. 5.66608808 2.51826137 8.18434945 
2255 -0.14469330920252332 -35.617246700625515 0.0 0.0 0.0 0.0 0.1263064978201468 0.1263064978201468 0 0.0 0. 0. 5.6837924 2.52612996 8.20992236 
2256 -0.16893749273265257 -35.78618419335817 0.0 0.0 0.0 0.0 0.12624127314453804 0.12624127314453804 0 0.0 0. 0. 5.68085729 2.52482546 8.20568275 
2257 -0.19326390624559053 -35.97944809960376 0.0 0.0 0.0 0.0 0.12572937029295694 0.12572937029295694 0 0.0 0. 0. 5.65782166 2.51458741 8.17240907 
2258 -0.21693340397678185 -36.19638150358054 0.0 0.0 0.0 0.0 0.12479633719170102 0.12479633719170102 0 0.0 0. 0. 5.61583517 2.49592674 8.11176192 
2259 -0.23922680021468068 -36.43560830379522 0.0 0.0 0.0 0.0 0.12348051759661871 0.12348051759661871 0 0.0 0. 0. 5.55662329 2.46961035 8.02623364 
2260 -0.2594667213959383 -36.69507502519116 0.0 0.0 0.0 0.0 0.1218318860374561 0.1218318860374561 0 0.0 0. 0. 5.48243487 2.43663772 7.91907259 
2261 -0.2770381877571708 -36.97211321294833 0.0 0.0 0.0 0.0 0.11991052936708935 0.11991052936708935 0 0.0 0. 0. 5.39597382 2.39821059 7.79418441 
2262 -0.2914072991844705 -37.2635205121328 0.0 0.0 0.0 0.0 0.1177848210528939 0.1177848210528939 0 0.0 0. 0. 5.30031695 2.35569642 7.65601337 
2263 -0.30213745749858845 -37.56565796963139 0.0 0.0 0.0 0.0 0.11552934368352141 0.11552934368352141 0 0.0 0. 0. 5.19882047 2.31058687 7.50940734 
2264 -0.3089026322685413 -37.87456060189993 0.0 0.0 0.0 0.0 0.11322262281471707 0.11322262281471707 0 0.0 0. 0. 5.09501803 2.26445246 7.35947048 
2265 -0.31149726708252956 -38.18605786898246 0.0 0.0 0.0 0.0 0.11094474101001073 0.11094474101001073 0 0.0 0. 0. 4.99251335 2.21889482 7.21140817 
2266 -0.30984252527457556 -38.495900394257035 0.0 0.0 0.0 0.0 0.10877490457257155 0.10877490457257155 0 0.0 0. 0. 4.89487071 2.17549809 7.0703688 
2267 -0.3039886853371172 -38.79988907959415 0.0 0.0 0.0 0.0 0.10678903690175767 0.10678903690175767 0 0.0 0. 0. 4.80550666 2.13578074 6.9412874 
2268 -0.2941136132346287 -39.09400269282878 0.0 0.0 0.0 0.0 0.10505747159903966 0.10505747159903966 0 0.0 0. 0. 4.72758622 2.10114943 6.82873565 
2269 -0.280517358035695 -39.374520050864476 0.0 0.0 0.0 0.0 0.10364281541712683 0.10364281541712683 0 0.0 0. 0. 4.66392669 2.07285631 6.736783 
2270 -0.26361303507474076 -39.63813308593922 0.0 0.0 0.0 0.0 0.10259804598544464 0.10259804598544464 0 0.0 0. 0. 4.61691207 2.05196092 6.66887299 
2271 -0.24391427365077334 -39.88204735958999 0.0 0.0 0.0 0.0 0.10196490211169396 0.10196490211169396 0 0.0 0. 0. 4.5884206 2.03929804 6.62771864 
2272 -0.22201961066167542 -40.104066970251665 0.0 0.0 0.0 0.0 0.10177261556928585 0.10177261556928585 0 0.0 0. 0. 4.5797677 2.03545231 6.61522001 
2273 -0.19859430436315506 -40.30266127461482 0.0 0.0 0.0 0.0 0.10203702290470307 0.10203702290470307 0 0.0 0. 0. 4.59166603 2.04074046 6.63240649 
2274 -0.17435012083319634 -40.47701139544802 0.0 0.0 0.0 0.0 0.10276008425205374 0.10276008425205374 0 0.0 0. 0. 4.62420379 2.05520169 6.67940548 
2275 -0.15002370732037207 -40.62703510276839 0.0 0.0 0.0 0.0 0.10392982377537552 0.10392982377537552 0 0.0 0. 0. 4.67684207 2.07859648 6.75543855 
2276 -0.12635420958946497 -40.753389312357854 0.0 0.0 0.0 0.0 0.10552069354836413 0.10552069354836413 0 0.0 0. 0. 4.74843121 2.11041387 6.85884508 
2277 -0.10406081335162298 -40.85745012570948 0.0 0.0 0.0 0.0 0.10749434981518191 0.10749434981518191 0 0.0 0. 0. 4.83724574 2.149887 6.98713274 
2278 -0.0838208921705359 -40.94127101788001 0.0 0.0 0.0 0.0 0.109800818046075 0.109800818046075 0 0.0 0. 0. 4.94103681 2.19601636 7.13705317 
2279 -0.06624942580941706 -41.00752044368943 0.0 0.0 0.0 0.0 0.11238001138817111 0.11238001138817111 0 0.0 0. 0. 5.05710051 2.24760023 7.30470074 
2280 -0.051880314382117376 -41.05940075807155 0.0 0.0 0.0 0.0 0.11516355637409792 0.11516355637409792 0 0.0 0. 0. 5.18236004 2.30327113 7.48563116 
2281 -0.04115015606816996 -41.10055091413972 0.0 0.0 0.0 0.0 0.11807687041519577 0.11807687041519577 0 0.0 0. 0. 5.31345917 2.36153741 7.67499658 
2282 -0.0343849812982171 -41.134935895437934 0.0 0.0 0.0 0.0 0.12104142795572836 0.12104142795572836 0 0.0 0. 0. 5.44686426 2.42082856 7.86769282 
2283 -0.03179034648428569 -41.16672624192222 0.0 0.0 0.0 0.0 0.12397714643216096 0.12397714643216096 0 0.0 0. 0. 5.57897159 2.47954293 8.05851452 
2284 -0.033445088292353375 -41.20017133021457 0.0 0.0 0.0 0.0 0.12680481954132328 0.12680481954132328 0 0.0 0. 0. 5.70621688 2.53609639 8.24231327 
2285 -0.039298928229811736 -41.239470258444385 0.0 0.0 0.0 0.0 0.1294485238838623 0.1294485238838623 0 0.0 0. 0. 5.82518357 2.58897048 8.41415405 
2286 -0.049174000332413925 -41.2886442587768 0.0 0.0 0.0 0.0 0.13183792585830134 0.13183792585830134 0 0.0 0. 0. 5.93270666 2.63675852 8.56946518 
2287 -0.06277025553129079 -41.35141451430809 0.0 0.0 0.0 0.0 0.1339104187119392 0.1339104187119392 0 0.0 0. 0. 6.02596884 2.67820837 8.70417722 
2288 -0.07967457849224502 -41.431089092800335 0.0 0.0 0.0 0.0 0.13561302481534576 0.13561302481534576 0 0.0 0. 0. 6.10258612 2.7122605 8.81484661 
2289 -0.09937333991632613 -41.53046243271666 0.0 0.0 0.0 0.0 0.13690400536081637 0.13690400536081637 0 0.0 0. 0. 6.16068024 2.73808011 8.89876035 
2290 -0.12126800290542405 -41.651730435622085 0.0 0.0 0.0 0.0 0.13775412857494662 0.13775412857494662 0 0.0 0. 0. 6.19893579 2.75508257 8.95401836 
2291 -0.14469330920400125 -41.796423744826086 0.0 0.0 0.0 0.0 0.13814755791124933 0.13814755791124933 0 0.0 0. 0. 6.21664011 2.76295116 8.97959126 
2292 -0.16893749273390313 -41.96536123755999 0.0 0.0 0.0 0.0 0.1380823332356218 0.1380823332356218 0 0.0 0. 0. 6.213705 2.76164666 8.97535166 
2293 -0.1932639062467274 -42.15862514380672 0.0 0.0 0.0 0.0 0.13757043038402195 0.13757043038402195 0 0.0 0. 0. 6.19066937 2.75140861 8.94207797 
2294 -0.21693340397774818 -42.375558547784465 0.0 0.0 0.0 0.0 0.1366373972827516 0.1366373972827516 0 0.0 0. 0. 6.14868288 2.73274795 8.88143082 
2295 -0.23922680021559017 -42.614785348000055 0.0 0.0 0.0 0.0 0.13532157768765363 0.13532157768765363 0 0.0 0. 0. 6.089471 2.70643155 8.79590255 
2296 -0.2594667213966204 -42.874252069396675 0.0 0.0 0.0 0.0 0.13367294612848268 0.13367294612848268 0 0.0 0. 0. 6.01528258 2.67345892 8.6887415 
2297 -0.2770381877577961 -43.15129025715447 0.0 0.0 0.0 0.0 0.1317515894581055 0.1317515894581055 0 0.0 0. 0. 5.92882153 2.63503179 8.56385331 
2298 -0.2914072991850958 -43.44269755633957 0.0 0.0 0.0 0.0 0.12962588114389872 0.12962588114389872 0 0.0 0. 0. 5.83316465 2.59251762 8.42568227 
2299 -0.30213745749910004 -43.74483501383867 0.0 0.0 0.0 0.0 0.1273704037745188 0.1273704037745188 0 0.0 0. 0. 5.73166817 2.54740808 8.27907625 
2300 -0.30890263226899606 -44.05373764610766 0.0 0.0 0.0 0.0 0.12506368290570713 0.12506368290570713 0 0.0 0. 0. 5.62786573 2.50127366 8.12913939 
2301 -0.31149726708292746 -44.36523491319059 0.0 0.0 0.0 0.0 0.12278580110099457 0.12278580110099457 0 0.0 0. 0. 5.52536105 2.45571602 7.98107707 
2302 -0.3098425252749166 -44.67507743846551 0.0 0.0 0.0 0.0 0.12061596466355029 0.12061596466355029 0 0.0 0. 0. 5.42771841 2.41231929 7.8400377 
2303 -0.3039886853374014 -44.97906612380291 0.0 0.0 0.0 0.0 0.1186300969927323 0.1186300969927323 0 0.0 0. 0. 5.33835436 2.37260194 7.7109563 
2304 -0.2941136132349129 -45.27317973703782 0.0 0.0 0.0 0.0 0.11689853169000886 0.11689853169000886 0 0.0 0. 0. 5.26043393 2.33797063 7.59840456 
2305 -0.28051735803592237 -45.553697095073744 0.0 0.0 0.0 0.0 0.11548387550809314 0.11548387550809314 0 0.0 0. 0. 5.1967744 2.30967751 7.50645191 
2306 -0.2636130350749113 -45.817310130148655 0.0 0.0 0.0 0.0 0.11443910607640873 0.11443910607640873 0 0.0 0. 0. 5.14975977 2.28878212 7.43854189 
2307 -0.24391427365094387 -46.0612244037996 0.0 0.0 0.0 0.0 0.11380596220265504 0.11380596220265504 0 0.0 0. 0. 5.1212683 2.27611924 7.39738754 
2308 -0.22201961066184595 -46.283244014461445 0.0 0.0 0.0 0.0 0.11361367566024372 0.11361367566024372 0 0.0 0. 0. 5.1126154 2.27227351 7.38488892 
2309 -0.19859430436326875 -46.481838318824714 0.0 0.0 0.0 0.0 0.11387808299565993 0.11387808299565993 0 0.0 0. 0. 5.12451373 2.27756166 7.40207539 
2310 -0.17435012083331003 -46.656188439658024 0.0 0.0 0.0 0.0 0.11460114434300861 0.11460114434300861 0 0.0 0. 0. 5.1570515 2.29202289 7.44907438 
2311 -0.15002370732048576 -46.80621214697851 0.0 0.0 0.0 0.0 0.11577088386632839 0.11577088386632839 0 0.0 0. 0. 5.20968977 2.31541768 7.52510745 
2312 -0.12635420958952182 -46.93256635656803 0.0 0.0 0.0 0.0 0.11736175363931667 0.11736175363931667 0 0.0 0. 0. 5.28127891 2.34723507 7.62851399 
2313 -0.10406081335167983 -47.03662716991971 0.0 0.0 0.0 0.0 0.11933540990613356 0.11933540990613356 0 0.0 0. 0. 5.37009345 2.3867082 7.75680164 
2314 -0.0838208921705359 -47.12044806209025 0.0 0.0 0.0 0.0 0.12164187813702765 0.12164187813702765 0 0.0 0. 0. 5.47388452 2.43283756 7.90672208 
2315 -0.0662494258094739 -47.18669748789972 0.0 0.0 0.0 0.0 0.12422107147912176 0.12422107147912176 0 0.0 0. 0. 5.58994822 2.48442143 8.07436965 
2316 -0.05188031438217422 -47.238577802281895 0.0 0.0 0.0 0.0 0.12700461646504746 0.12700461646504746 0 0.0 0. 0. 5.71520774 2.54009233 8.25530007 
2317 -0.041150156068226806 -47.27972795835012 0.0 0.0 0.0 0.0 0.1299179305061442 0.1299179305061442 0 0.0 0. 0. 5.84630687 2.59835861 8.44466548 
2318 -0.03438498129827394 -47.314112939648396 0.0 0.0 0.0 0.0 0.1328824880466759 0.1328824880466759 0 0.0 0. 0. 5.97971196 2.65764976 8.63736172 
2319 -0.03179034648428569 -47.34590328613268 0.0 0.0 0.0 0.0 0.13581820652310939 0.13581820652310939 0 0.0 0. 0. 6.11181929 2.71636413 8.82818342 
2320 -0.03344508829241022 -47.37934837442509 0.0 0.0 0.0 0.0 0.1386458796322697 0.1386458796322697 0 0.0 0. 0. 6.23906458 2.77291759 9.01198218 
2321 -0.03929892822986858 -47.41864730265496 0.0 0.0 0.0 0.0 0.14128958397480762 0.14128958397480762 0 0.0 0. 0. 6.35803128 2.82579168 9.18382296 
2322 -0.04917400033235708 -47.46782130298732 0.0 0.0 0.0 0.0 0.14367898594924988 0.14367898594924988 0 0.0 0. 0. 6.46555437 2.87357972 9.33913409 
2323 -0.06277025553134763 -47.530591558518665 0.0 0.0 0.0 0.0 0.14575147880288475 0.14575147880288475 0 0.0 0. 0. 6.55881655 2.91502958 9.47384612 
2324 -0.07967457849230186 -47.61026613701097 0.0 0.0 0.0 0.0 0.1474540849062903 0.1474540849062903 0 0.0 0. 0. 6.63543382 2.9490817 9.58451552 
2325 -0.09937333991638297 -47.70963947692735 0.0 0.0 0.0 0.0 0.1487450654517597 0.1487450654517597 0 0.0 0. 0. 6.69352795 2.97490131 9.66842925 
2326 -0.12126800290542405 -47.830907479832774 0.0 0.0 0.0 0.0 0.14959518866589094 0.14959518866589094 0 0.0 0. 0. 6.73178349 2.99190377 9.72368726 
2327 -0.1446933092039444 -47.97560078903672 0.0 0.0 0.0 0.0 0.14998861800219576 0.14998861800219576 0 0.0 0. 0. 6.74948781 2.99977236 9.74926017 
2328 -0.16893749273395997 -48.14453828177068 0.0 0.0 0.0 0.0 0.149923393326565 0.149923393326565 0 0.0 0. 0. 6.7465527 2.99846787 9.74502057 
2329 -0.1932639062467274 -48.337802188017406 0.0 0.0 0.0 0.0 0.14941149047496638 0.14941149047496638 0 0.0 0. 0. 6.72351707 2.98822981 9.71174688 
2330 -0.21693340397780503 -48.55473559199521 0.0 0.0 0.0 0.0 0.1484784573736937 0.1484784573736937 0 0.0 0. 0. 6.68153058 2.96956915 9.65109973 
2331 -0.23922680021559017 -48.7939623922108 0.0 0.0 0.0 0.0 0.14716263777859695 0.14716263777859695 0 0.0 0. 0. 6.6223187 2.94325276 9.56557146 
2332 -0.25946672139667726 -49.05342911360748 0.0 0.0 0.0 0.0 0.145514006219424 0.145514006219424 0 0.0 0. 0. 6.54813028 2.91028012 9.4584104 
2333 -0.2770381877577961 -49.330467301365275 0.0 0.0 0.0 0.0 0.1435926495490477 0.1435926495490477 0 0.0 0. 0. 6.46166923 2.87185299 9.33352222 
2334 -0.2914072991850958 -49.62187460055037 0.0 0.0 0.0 0.0 0.14146694123484105 0.14146694123484105 0 0.0 0. 0. 6.36601236 2.82933882 9.19535118 
2335 -0.3021374574990432 -49.924012058049414 0.0 0.0 0.0 0.0 0.13921146386546313 0.13921146386546313 0 0.0 0. 0. 6.26451587 2.78422928 9.04874515 
2336 -0.30890263226899606 -50.23291469031841 0.0 0.0 0.0 0.0 0.13690474299665045 0.13690474299665045 0 0.0 0. 0. 6.16071343 2.73809486 8.89880829 
2337 -0.31149726708292746 -50.54441195740134 0.0 0.0 0.0 0.0 0.134626861191938 0.134626861191938 0 0.0 0. 0. 6.05820875 2.69253722 8.75074598 
2338 -0.3098425252749166 -50.854254482676254 0.0 0.0 0.0 0.0 0.1324570247544935 0.1324570247544935 0 0.0 0. 0. 5.96056611 2.6491405 8.60970661 
2339 -0.3039886853374014 -51.158243168013655 0.0 0.0 0.0 0.0 0.13047115708367574 0.13047115708367574 0 0.0 0. 0. 5.87120207 2.60942314 8.48062521 
2340 -0.2941136132348561 -51.45235678124851 0.0 0.0 0.0 0.0 0.1287395917809544 0.1287395917809544 0 0.0 0. 0. 5.79328163 2.57479184 8.36807347 
2341 -0.28051735803592237 -51.732874139284434 0.0 0.0 0.0 0.0 0.12732493559903746 0.12732493559903746 0 0.0 0. 0. 5.7296221 2.54649871 8.27612081 
2342 -0.26361303507496814 -51.9964871743594 0.0 0.0 0.0 0.0 0.12628016616735105 0.12628016616735105 0 0.0 0. 0. 5.68260748 2.52560332 8.2082108 
2343 -0.24391427365094387 -52.240401448010346 0.0 0.0 0.0 0.0 0.12564702229359836 0.12564702229359836 0 0.0 0. 0. 5.654116 2.51294045 8.16705645 
2344 -0.22201961066184595 -52.46242105867219 0.0 0.0 0.0 0.0 0.12545473575118715 0.12545473575118715 0 0.0 0. 0. 5.64546311 2.50909472 8.15455782 
2345 -0.19859430436326875 -52.66101536303546 0.0 0.0 0.0 0.0 0.12571914308660326 0.12571914308660326 0 0.0 0. 0. 5.65736144 2.51438286 8.1717443 
2346 -0.17435012083336687 -52.83536548386883 0.0 0.0 0.0 0.0 0.1264422044339497 0.1264422044339497 0 0.0 0. 0. 5.6898992 2.52884409 8.21874329 
2347 -0.15002370732048576 -52.98538919118931 0.0 0.0 0.0 0.0 0.1276119439572707 0.1276119439572707 0 0.0 0. 0. 5.74253748 2.55223888 8.29477636 
2348 -0.12635420958946497 -53.11174340077878 0.0 0.0 0.0 0.0 0.12920281373026132 0.12920281373026132 0 0.0 0. 0. 5.81412662 2.58405627 8.39818289 
